Player,country,Nation,Squad,Age,Weekly Wages,Annual Wages,Year,
Luke Mulholland,eng,ENG,Real Salt Lake,29,"$3,332 ","$173,250 ",2018,
Diego Fagúndez,uy,URU,New England Revolution,22,"$3,269 ","$170,000 ",2018,
Zac MacMath,us,USA,Colorado Rapids,26,"$3,269 ","$170,000 ",2018,
Kevin Kratz,de,GER,Atlanta United,31,"$3,173 ","$165,000 ",2018,
Waylon Francis,cr,CRC,Seattle Sounders FC,27,"$3,173 ","$165,000 ",2018,
Bobby Shuttleworth,us,USA,Minnesota United,30,"$3,173 ","$165,000 ",2018,
Tommy Thompson,us,USA,San Jose Earthquakes,22,"$3,173 ","$165,000 ",2018,
Dominique Badji,sn,SEN,FC Dallas,25,"$3,125 ","$162,500 ",2018,
Hector Jiménez,us,USA,Columbus Crew,29,"$3,077 ","$159,996 ",2018,
Evan Bush,us,USA,Montreal Impact,31,"$3,037 ","$157,925 ",2018,
Leonardo Da Silva,,,Houston Dynamo,30,"$3,029 ","$157,505 ",2018,
Chris Tierney,us,USA,New England Revolution,32,"$3,029 ","$157,500 ",2018,
Jordon Mutch,eng,ENG,Vancouver Whitecaps,26,"$3,000 ","$156,000 ",2018,
Chris Seitz,us,USA,Houston Dynamo,30,"$2,981 ","$155,004 ",2018,
Michael Petrasso,ca,CAN,Montreal Impact,22,"$2,981 ","$155,004 ",2018,
Cristian Roldan,us,USA,Seattle Sounders FC,22,"$2,962 ","$154,000 ",2018,
Fabinho,br,BRA,Philadelphia Union,32,"$2,942 ","$153,000 ",2018,
Fernando Bob,br,BRA,Minnesota United,30,"$2,933 ","$152,496 ",2018,
Arturo Alvarez,sv,SLV,Houston Dynamo,32,"$2,885 ","$150,000 ",2018,
Boniek García,hn,HON,Houston Dynamo,33,"$2,885 ","$150,000 ",2018,
Kevin Ellis,us,USA,DC United,26,"$2,885 ","$150,000 ",2018,
Josué Colmán,py,PAR,Orlando City SC,19,"$2,885 ","$150,000 ",2018,
Stefano Pinho,br,BRA,Orlando City SC,27,"$2,885 ","$150,000 ",2018,
Seth Sinovic,us,USA,Sporting Kansas City,31,"$2,885 ","$150,000 ",2018,
Valentín Castellanos,ar,ARG,New York City FC,19,"$2,885 ","$150,000 ",2018,
Kemar Lawrence,jm,JAM,New York Red Bulls,25,"$2,885 ","$150,000 ",2018,
Dejan Jakovic,ca,CAN,LAFC,32,"$2,885 ","$150,000 ",2018,
Jordan Harvey,us,USA,LAFC,34,"$2,885 ","$150,000 ",2018,
Erik Hurtado,us,USA,Vancouver Whitecaps,27,"$2,885 ","$150,000 ",2018,
Marcel de Jong,ca,CAN,Vancouver Whitecaps,31,"$2,885 ","$150,000 ",2018,
Sean Franklin,us,USA,Vancouver Whitecaps,32,"$2,885 ","$150,000 ",2018,
Stefan Marinovic,nz,NZL,Vancouver Whitecaps,26,"$2,885 ","$150,000 ",2018,
Andy Polo,pe,PER,Portland Timbers,23,"$2,885 ","$150,000 ",2018,
Julio Cascante,cr,CRC,Portland Timbers,24,"$2,885 ","$150,000 ",2018,
Roy Miller,cr,CRC,Portland Timbers,32,"$2,885 ","$150,000 ",2018,
Tomás Conechny,ar,ARG,Portland Timbers,19,"$2,885 ","$150,000 ",2018,
Nedum Onuoha,eng,ENG,Real Salt Lake,31,"$2,885 ","$150,000 ",2018,
Alan Gordon,us,USA,Chicago Fire,36,"$2,885 ","$150,000 ",2018,
Chris Duvall,us,USA,Montreal Impact,26,"$2,885 ","$150,000 ",2018,
Ryan Hollingshead,us,USA,FC Dallas,26,"$2,788 ","$145,000 ",2018,
Richie Marquez,us,USA,Philadelphia Union,25,"$2,788 ","$145,000 ",2018,
Zack Steffen,us,USA,Columbus Crew,22,"$2,788 ","$145,000 ",2018,
Fidel Escobar,pa,PAN,New York Red Bulls,23,"$2,788 ","$145,000 ",2018,
Marlon Hairston,us,USA,Colorado Rapids,23,"$2,788 ","$144,996 ",2018,
Sam Cronin,us,USA,Minnesota United,30,"$2,724 ","$141,660 ",2018,
Jimmy Medranda,co,COL,Sporting Kansas City,23,"$2,692 ","$140,004 ",2018,
Marc Burch,us,USA,Minnesota United,33,"$2,692 ","$140,004 ",2018,
Doneil Henry,ca,CAN,Vancouver Whitecaps,24,"$2,692 ","$140,004 ",2018,
Taylor Kemp,us,USA,DC United,26,"$2,692 ","$140,000 ",2018,
Joshua Yaro,gh,GHA,Philadelphia Union,23,"$2,692 ","$140,000 ",2018,
Warren Creavalle,us,USA,Philadelphia Union,27,"$2,692 ","$140,000 ",2018,
Russell Teibert,ca,CAN,Vancouver Whitecaps,25,"$2,692 ","$140,000 ",2018,
Jeremy Ebobisse,us,USA,Portland Timbers,20,"$2,692 ","$140,000 ",2018,
Anthony Jackson-Hamel,ca,CAN,Montreal Impact,24,"$2,692 ","$140,000 ",2018,
Ulises Segura,cr,CRC,DC United,24,"$2,635 ","$137,000 ",2018,
Brandon Servania,us,USA,FC Dallas,18,"$2,596 ","$135,000 ",2018,
Ema Twumasi,gh,GHA,FC Dallas,20,"$2,596 ","$135,000 ",2018,
Miles Robinson,us,USA,Atlanta United,20,"$2,596 ","$135,000 ",2018,
Fafà Picault,us,USA,Philadelphia Union,26,"$2,596 ","$135,000 ",2018,
Richie Laryea,ca,CAN,Orlando City SC,23,"$2,596 ","$135,000 ",2018,
Abu Danladi,gh,GHA,Minnesota United,22,"$2,596 ","$135,000 ",2018,
Brian Rowe,us,USA,Vancouver Whitecaps,29,"$2,596 ","$135,000 ",2018,
Jackson Yueill,us,USA,San Jose Earthquakes,20,"$2,596 ","$135,000 ",2018,
Alex Bono,us,USA,Toronto FC,23,"$2,538 ","$132,000 ",2018,
Cristhian Machado,bo,BOL,New England Revolution,27,"$2,538 ","$132,000 ",2018,
Nicolas Hasler,li,LIE,Chicago Fire,26,"$2,538 ","$132,000 ",2018,
Shawn Barry,pr,PUR,Real Salt Lake,27,"$2,524 ","$131,250 ",2018,
Sal Zizzo,us,USA,Atlanta United,30,"$2,500 ","$130,000 ",2018,
João Moutinho,pt,POR,LAFC,20,"$2,500 ","$130,000 ",2018,
Nicolás Mezquida,uy,URU,Vancouver Whitecaps,26,"$2,500 ","$130,000 ",2018,
Joel Qwiberg,se,SWE,San Jose Earthquakes,25,"$2,500 ","$130,000 ",2018,
Zarek Valentin,pr,PUR,Portland Timbers,26,"$2,500 ","$130,000 ",2018,
Emmanuel Boateng,gh,GHA,LA Galaxy,24,"$2,500 ","$130,000 ",2018,
Richard Sánchez,mx,MEX,Chicago Fire,23,"$2,500 ","$130,000 ",2018,
Scott Caldwell,us,USA,New England Revolution,26,"$2,488 ","$129,375 ",2018,
Nick Hagglund,us,USA,Toronto FC,25,"$2,404 ","$125,004 ",2018,
Brandon Vazquez,us,USA,Atlanta United,19,"$2,404 ","$125,004 ",2018,
Donny Toia,us,USA,Orlando City SC,25,"$2,404 ","$125,004 ",2018,
Daniel Steres,us,USA,LA Galaxy,27,"$2,404 ","$125,004 ",2018,
David Horst,us,USA,Real Salt Lake,32,"$2,404 ","$125,004 ",2018,
Joe Willis,us,USA,Houston Dynamo,29,"$2,404 ","$125,000 ",2018,
Francis Atuahene,gh,GHA,FC Dallas,21,"$2,404 ","$125,000 ",2018,
Ricardo Clark,us,USA,Columbus Crew,34,"$2,404 ","$125,000 ",2018,
Tommy Redding,us,USA,New York Red Bulls,21,"$2,404 ","$125,000 ",2018,
Mason Toye,us,USA,Minnesota United,19,"$2,404 ","$125,000 ",2018,
Michael Azira,,,Montreal Impact,30,"$2,404 ","$125,000 ",2018,
Brandon Vincent,us,USA,Chicago Fire,23,"$2,353 ","$122,375 ",2018,
Jonathan Campbell,us,USA,Chicago Fire,24,"$2,311 ","$120,175 ",2018,
Ashtone Morgan,ca,CAN,Toronto FC,26,"$2,308 ","$120,000 ",2018,
Jimmy Maurer,us,USA,FC Dallas,29,"$2,308 ","$120,000 ",2018,
Jose Rafael Hernandez,,,Atlanta United,21,"$2,308 ","$120,000 ",2018,
Guillermo Hauché,ar,ARG,New England Revolution,24,"$2,308 ","$120,000 ",2018,
Junior Moreno,ve,VEN,DC United,24,"$2,308 ","$120,000 ",2018,
Ryan Meara,us,USA,New York Red Bulls,27,"$2,308 ","$120,000 ",2018,
J.T. Marcinkowski,us,USA,San Jose Earthquakes,20,"$2,308 ","$120,000 ",2018,
Jake Gleeson,nz,NZL,Portland Timbers,27,"$2,308 ","$120,000 ",2018,
Steve Clark,us,USA,Portland Timbers,31,"$2,308 ","$120,000 ",2018,
Demar Phillips,jm,JAM,Real Salt Lake,34,"$2,308 ","$120,000 ",2018,
Samuel Piette,ca,CAN,Montreal Impact,23,"$2,308 ","$120,000 ",2018,
Kofi Opare,ca,CAN,DC United,27,"$2,272 ","$118,125 ",2018,
Jeff Attinella,us,USA,Portland Timbers,29,"$2,212 ","$115,000 ",2018,
Adam Henley,wls,WAL,Real Salt Lake,23,"$2,212 ","$115,000 ",2018,
Jared Jeffrey,us,USA,DC United,27,"$2,211 ","$114,996 ",2018,
Keegan Rosenberry,us,USA,Philadelphia Union,24,"$2,211 ","$114,950 ",2018,
Connor Lade,us,USA,New York Red Bulls,28,"$2,192 ","$114,000 ",2018,
Alex Muyl,us,USA,New York Red Bulls,22,"$2,115 ","$110,000 ",2018,
Eryk Williamson,us,USA,Portland Timbers,20,"$2,115 ","$110,000 ",2018,
Matt Polster,us,USA,Chicago Fire,24,"$2,113 ","$109,890 ",2018,
Saad Abdul-Salaam,us,USA,New York City FC,26,"$2,048 ","$106,480 ",2018,
Brad Knighton,us,USA,New England Revolution,32,"$2,038 ","$105,956 ",2018,
Dylan Remick,us,USA,Houston Dynamo,26,"$2,019 ","$105,000 ",2018,
Tesho Akindele,ca,CAN,FC Dallas,25,"$2,019 ","$105,000 ",2018,
Caleb Calvert,us,USA,Colorado Rapids,21,"$2,019 ","$105,000 ",2018,
Ian Harkes,us,USA,DC United,22,"$2,010 ","$104,500 ",2018,
Khiry Shelton,us,USA,Sporting Kansas City,24,"$1,966 ","$102,245 ",2018,
Andrew Dykstra,us,USA,Colorado Rapids,32,"$1,923 ","$100,008 ",2018,
Fabian Herbers,de,GER,Philadelphia Union,24,"$1,923 ","$100,008 ",2018,
Eduardo Sosa,ve,VEN,Columbus Crew,20,"$1,923 ","$100,000 ",2018,
Tyler Adams,us,USA,New York Red Bulls,18,"$1,923 ","$100,000 ",2018,
Matt Lampson,us,USA,Minnesota United,28,"$1,923 ","$100,000 ",2018,
Eric Calvillo,sv,SLV,San Jose Earthquakes,20,"$1,923 ","$100,000 ",2018,
Danilo Acosta,hn,HON,Real Salt Lake,20,"$1,923 ","$100,000 ",2018,
Sebastián Saucedo,us,USA,Real Salt Lake,21,"$1,923 ","$100,000 ",2018,
Shamit Shome,ca,CAN,Montreal Impact,20,"$1,923 ","$100,000 ",2018,
Edgar Castillo,us,USA,Colorado Rapids,31,"$1,923 ","$99,996 ",2018,
Jay Chapman,ca,CAN,Toronto FC,24,"$1,904 ","$99,000 ",2018,
Adam Jahn,us,USA,Columbus Crew,27,"$1,875 ","$97,500 ",2018,
Tim Parker,us,USA,New York Red Bulls,24,"$1,869 ","$97,185 ",2018,
Lamar Neagle,us,USA,Seattle Sounders FC,30,"$1,846 ","$96,000 ",2018,
Djordje Mihailovic,us,USA,Chicago Fire,19,"$1,846 ","$96,000 ",2018,
Alex Crognale,us,USA,Columbus Crew,23,"$1,827 ","$95,004 ",2018,
Collin Martin,us,USA,Minnesota United,23,"$1,827 ","$95,004 ",2018,
Dillon Serna,us,USA,Colorado Rapids,23,"$1,827 ","$95,000 ",2018,
John McCarthy,us,USA,Philadelphia Union,25,"$1,827 ","$95,000 ",2018,
Alec Kann,us,USA,Atlanta United,27,"$1,808 ","$94,008 ",2018,
Nick Lima,us,USA,San Jose Earthquakes,23,"$1,808 ","$93,996 ",2018,
Jared Watts,us,USA,Houston Dynamo,25,"$1,779 ","$92,500 ",2018,
Julian Gressel,us,USA,Atlanta United,24,"$1,779 ","$92,500 ",2018,
Chris Richards,us,USA,FC Dallas,17,"$1,731 ","$90,000 ",2018,
Gordon Wild,de,GER,Atlanta United,21,"$1,731 ","$90,000 ",2018,
Jalil Anibaba,us,USA,New England Revolution,29,"$1,731 ","$90,000 ",2018,
Joseph Mora,cr,CRC,DC United,25,"$1,731 ","$90,000 ",2018,
R. J. Allen,us,USA,Orlando City SC,27,"$1,731 ","$90,000 ",2018,
PC,br,BRA,Orlando City SC,23,"$1,731 ","$90,000 ",2018,
Jonathan Lewis,us,USA,New York City FC,20,"$1,731 ","$90,000 ",2018,
Tomas Hilliard-Arce,us,USA,LA Galaxy,22,"$1,731 ","$90,000 ",2018,
Christian Dean,us,USA,Chicago Fire,24,"$1,731 ","$90,000 ",2018,
Mo Adams,eng,ENG,Chicago Fire,21,"$1,731 ","$90,000 ",2018,
Nicolás Del Grecco,ar,ARG,Chicago Fire,23,"$1,731 ","$90,000 ",2018,
Clément Diop,sn,SEN,Montreal Impact,24,"$1,731 ","$90,000 ",2018,
Andrew Tarbell,us,USA,San Jose Earthquakes,24,"$1,692 ","$88,000 ",2018,
Daniel Lovitz,us,USA,Montreal Impact,26,"$1,666 ","$86,625 ",2018,
Alejandro Fuenmayor,ve,VEN,Houston Dynamo,21,"$1,635 ","$85,008 ",2018,
Jon Bakero,es,ESP,Toronto FC,21,"$1,635 ","$85,000 ",2018,
Paxton Pomykal,us,USA,FC Dallas,18,"$1,635 ","$85,000 ",2018,
Chris Mueller,us,USA,Orlando City SC,21,"$1,635 ","$85,000 ",2018,
Jose Villarreal,us,USA,Orlando City SC,24,"$1,635 ","$85,000 ",2018,
Brad Stuver,us,USA,New York City FC,26,"$1,635 ","$85,000 ",2018,
Eric Miller,us,USA,Minnesota United,25,"$1,635 ","$84,998 ",2018,
Kortne Ford,us,USA,Colorado Rapids,22,"$1,587 ","$82,500 ",2018,
Brent Kallman,us,USA,Minnesota United,27,"$1,587 ","$82,500 ",2018,
Jon Kempin,us,USA,Columbus Crew,24,"$1,543 ","$80,256 ",2018,
Gianluca Busio,us,USA,Sporting Kansas City,15,"$1,539 ","$80,004 ",2018,
Michael Amir Murillo,pa,PAN,New York Red Bulls,21,"$1,539 ","$80,004 ",2018,
Chris Goslin,us,USA,Atlanta United,17,"$1,538 ","$80,000 ",2018,
Chris Durkin,us,USA,DC United,17,"$1,538 ","$80,000 ",2018,
Auston Trusty,us,USA,Philadelphia Union,19,"$1,538 ","$80,000 ",2018,
Amro Tarek,eg,EGY,Orlando City SC,25,"$1,538 ","$80,000 ",2018,
Cameron Lindley,us,USA,Orlando City SC,20,"$1,538 ","$80,000 ",2018,
Calum Mallace,sct,SCO,LAFC,28,"$1,538 ","$80,000 ",2018,
Grant Lillard,us,USA,Chicago Fire,22,"$1,538 ","$80,000 ",2018,
Maxime Crépeau,ca,CAN,Montreal Impact,23,"$1,538 ","$80,000 ",2018,
Adonijah Reid,ca,CAN,FC Dallas,17,"$1,442 ","$75,000 ",2018,
Andrew Carleton,us,USA,Atlanta United,17,"$1,442 ","$75,000 ",2018,
Jalen Robinson,us,USA,DC United,23,"$1,442 ","$75,000 ",2018,
Chris Schuler,us,USA,Orlando City SC,30,"$1,442 ","$75,000 ",2018,
Edward Opoku,us,USA,Columbus Crew,21,"$1,442 ","$75,000 ",2018,
Latif Blessing,gh,GHA,LAFC,21,"$1,442 ","$75,000 ",2018,
Hugo Arellano,us,USA,LA Galaxy,19,"$1,442 ","$75,000 ",2018,
David Romney,us,USA,LA Galaxy,24,"$1,431 ","$74,419 ",2018,
Cody Cropper,us,USA,New England Revolution,24,"$1,420 ","$73,828 ",2018,
Aaron Long,us,USA,New York Red Bulls,25,"$1,406 ","$73,125 ",2018,
Jordan Hamilton,ca,CAN,Toronto FC,21,"$1,403 ","$72,930 ",2018,
Bradford Jamieson IV,us,USA,LA Galaxy,21,"$1,399 ","$72,765 ",2018,
Alphonso Davies,ca,CAN,Vancouver Whitecaps,17,"$1,394 ","$72,500 ",2018,
Romario Williams,jm,JAM,Atlanta United,23,"$1,375 ","$71,500 ",2018,
Adam Najem,af,AFG,Philadelphia Union,22,"$1,375 ","$71,500 ",2018,
Derrick Jones,us,USA,Philadelphia Union,20,"$1,346 ","$70,000 ",2018,
Cristian Cásseres Jr.,ve,VEN,New York Red Bulls,18,"$1,346 ","$70,000 ",2018,
Danilo da Silva,br,BRA,LAFC,31,"$1,346 ","$70,000 ",2018,
Luis López Fernández,hn,HON,LAFC,24,"$1,346 ","$70,000 ",2018,
Mark-Anthony Kaye,ca,CAN,LAFC,23,"$1,346 ","$70,000 ",2018,
Gilbert Fuentes,us,USA,San Jose Earthquakes,15,"$1,346 ","$70,000 ",2018,
Marvin Emnes,nl,NED,Vancouver Whitecaps,29,"$1,346 ","$69,996 ",2018,
Aaron Kovar,us,USA,LAFC,24,"$1,336 ","$69,458 ",2018,
Harrison Heath,us,USA,Minnesota United,21,"$1,336 ","$69,458 ",2018,
Anatole Abang,cm,CMR,New York Red Bulls,21,"$1,326 ","$68,927 ",2018,
Kevin Garcia,us,USA,Houston Dynamo,27,"$1,325 ","$68,915 ",2018,
Cristian Martínez,pa,PAN,Columbus Crew,20,"$1,325 ","$68,915 ",2018,
Andre Rawls,us,USA,New York City FC,25,"$1,325 ","$68,915 ",2018,
Tyler Miller,us,USA,LAFC,24,"$1,325 ","$68,915 ",2018,
Drew Conner,us,USA,Chicago Fire,23,"$1,325 ","$68,907 ",2018,
Mikey Ambrose,us,USA,Atlanta United,24,"$1,325 ","$68,906 ",2018,
Zachary Herivaux,ht,HAI,New England Revolution,21,"$1,325 ","$68,906 ",2018,
Jack McBean,us,USA,Colorado Rapids,23,"$1,325 ","$68,906 ",2018,
Oniel Fisher,jm,JAM,DC United,26,"$1,325 ","$68,906 ",2018,
Travis Worra,us,USA,DC United,24,"$1,325 ","$68,906 ",2018,
Tony Rocha,bz,BLZ,Orlando City SC,24,"$1,325 ","$68,902 ",2018,
Derrick Etienne Jr.,ht,HAI,New York Red Bulls,21,"$1,317 ","$68,500 ",2018,
Jack Barmby,eng,ENG,Portland Timbers,23,"$1,313 ","$68,256 ",2018,
Sam Hamilton,us,USA,Colorado Rapids,22,"$1,313 ","$68,254 ",2018,
Kharlton Belmar,gd,GRN,Sporting Kansas City,25,"$1,313 ","$68,254 ",2018,
Spencer Richey,us,USA,Vancouver Whitecaps,25,"$1,313 ","$68,254 ",2018,
Matt Bersano,us,USA,San Jose Earthquakes,25,"$1,313 ","$68,254 ",2018,
Brandt Bronico,us,USA,Chicago Fire,22,"$1,313 ","$68,254 ",2018,
Daniel Johnson,us,USA,Chicago Fire,22,"$1,313 ","$68,254 ",2018,
Jacori Hayes,,,FC Dallas,22,"$1,313 ","$68,250 ",2018,
Earl Edwards Jr.,us,USA,Orlando City SC,26,"$1,313 ","$68,250 ",2018,
Lalas Abubakar,gh,GHA,Columbus Crew,23,"$1,313 ","$68,250 ",2018,
Niko Hansen,,,Columbus Crew,22,"$1,313 ","$68,250 ",2018,
Brett Levis,ca,CAN,Vancouver Whitecaps,24,"$1,313 ","$68,250 ",2018,
Eric Bird,us,USA,Houston Dynamo,24,"$1,298 ","$67,500 ",2018,
Luis Gil,us,USA,Houston Dynamo,24,"$1,298 ","$67,500 ",2018,
Tyler Deric,us,USA,Houston Dynamo,29,"$1,298 ","$67,500 ",2018,
Caleb Patterson-Sewell,au,AUS,Toronto FC,30,"$1,298 ","$67,500 ",2018,
Jason Hernandez,pr,PUR,Toronto FC,34,"$1,298 ","$67,500 ",2018,
Liam Fraser,ca,CAN,Toronto FC,19,"$1,298 ","$67,500 ",2018,
Kristoffer Reaves,us,USA,FC Dallas,22,"$1,298 ","$67,500 ",2018,
Kyle Zobeck,us,USA,FC Dallas,27,"$1,298 ","$67,500 ",2018,
Moises Hernandez,gt,GUA,FC Dallas,25,"$1,298 ","$67,500 ",2018,
Reggie Cannon,us,USA,FC Dallas,19,"$1,298 ","$67,500 ",2018,
George Bello,us,USA,Atlanta United,16,"$1,298 ","$67,500 ",2018,
Jon Gallagher,ie,IRL,Atlanta United,21,"$1,298 ","$67,500 ",2018,
Mitch Hildebrandt,us,USA,Atlanta United,29,"$1,298 ","$67,500 ",2018,
Brian Wright,ca,CAN,New England Revolution,22,"$1,298 ","$67,500 ",2018,
Femi Hollinger-Janzen,bj,BEN,New England Revolution,24,"$1,298 ","$67,500 ",2018,
Isaac Angking,pr,PUR,New England Revolution,18,"$1,298 ","$67,500 ",2018,
Matt Turner,us,USA,New England Revolution,23,"$1,298 ","$67,500 ",2018,
Deklan Wynne,nz,NZL,Colorado Rapids,22,"$1,298 ","$67,500 ",2018,
Enzo Martínez,uy,URU,Colorado Rapids,27,"$1,298 ","$67,500 ",2018,
Kip Colvey,nz,NZL,Colorado Rapids,23,"$1,298 ","$67,500 ",2018,
Mike da Fonte,us,USA,Colorado Rapids,26,"$1,298 ","$67,500 ",2018,
Bill Hamid,us,USA,DC United,27,"$1,298 ","$67,500 ",2018,
Bruno Miranda,bo,BOL,DC United,19,"$1,298 ","$67,500 ",2018,
Dane Kelly,jm,JAM,DC United,26,"$1,298 ","$67,500 ",2018,
Cory Burke,jm,JAM,Philadelphia Union,26,"$1,298 ","$67,500 ",2018,
Kacper Przybyłko,pl,POL,Philadelphia Union,24,"$1,298 ","$67,500 ",2018,
Olivier Mbaizo,cm,CMR,Philadelphia Union,20,"$1,298 ","$67,500 ",2018,
Adam Grinwis,us,USA,Orlando City SC,25,"$1,298 ","$67,500 ",2018,
Mason Stajduhar,us,USA,Orlando City SC,19,"$1,298 ","$67,500 ",2018,
Dániel Sallói,hu,HUN,Sporting Kansas City,21,"$1,298 ","$67,500 ",2018,
Wan Kuzain,my,MAS,Sporting Kansas City,19,"$1,298 ","$67,500 ",2018,
Gastón Sauro,ar,ARG,Columbus Crew,27,"$1,298 ","$67,500 ",2018,
Logan Ketterer,us,USA,Columbus Crew,24,"$1,298 ","$67,500 ",2018,
Bryan Meredith,us,USA,Seattle Sounders FC,28,"$1,298 ","$67,500 ",2018,
Calle Brown,us,USA,Seattle Sounders FC,25,"$1,298 ","$67,500 ",2018,
Jordan McCrary,us,USA,Seattle Sounders FC,24,"$1,298 ","$67,500 ",2018,
Jordy Delem,mq,MTQ,Seattle Sounders FC,24,"$1,298 ","$67,500 ",2018,
Tony Alfaro,us,USA,Seattle Sounders FC,24,"$1,298 ","$67,500 ",2018,
Ben Sweat,us,USA,New York City FC,26,"$1,298 ","$67,500 ",2018,
Sebastien Ibeagha,us,USA,New York City FC,26,"$1,298 ","$67,500 ",2018,
Florian Valot,fr,FRA,New York Red Bulls,24,"$1,298 ","$67,500 ",2018,
Vincent Bezecourt,fr,FRA,New York Red Bulls,24,"$1,298 ","$67,500 ",2018,
Charlie Lyon,us,USA,LAFC,25,"$1,298 ","$67,500 ",2018,
James Murphy,us,USA,LAFC,20,"$1,298 ","$67,500 ",2018,
Nicolás Czornomaz,ar,ARG,LAFC,21,"$1,298 ","$67,500 ",2018,
Quillan Roberts,gy,GUY,LAFC,22,"$1,298 ","$67,500 ",2018,
Tristan Blackmon,us,USA,LAFC,21,"$1,298 ","$67,500 ",2018,
Bertrand Owundi,cm,CMR,Minnesota United,24,"$1,298 ","$67,500 ",2018,
Frantz Pangop,cm,CMR,Minnesota United,24,"$1,298 ","$67,500 ",2018,
Jake Nerwinski,,,Vancouver Whitecaps,24,"$1,298 ","$67,500 ",2018,
Jimmy Ockford,us,USA,San Jose Earthquakes,25,"$1,298 ","$67,500 ",2018,
Luis Felipe,br,BRA,San Jose Earthquakes,22,"$1,298 ","$67,500 ",2018,
Andrés Flores,sv,SLV,Portland Timbers,27,"$1,298 ","$67,500 ",2018,
Bill Tuiloma,nz,NZL,Portland Timbers,22,"$1,298 ","$67,500 ",2018,
Ariel Lassiter,cr,CRC,LA Galaxy,23,"$1,298 ","$67,500 ",2018,
Brian Sylvestre,ht,HAI,LA Galaxy,25,"$1,298 ","$67,500 ",2018,
Efrain Alvarez,mx,MEX,LA Galaxy,15,"$1,298 ","$67,500 ",2018,
Servando Carrasco,us,USA,LA Galaxy,29,"$1,298 ","$67,500 ",2018,
Sheanon Williams,us,USA,LA Galaxy,27,"$1,298 ","$67,500 ",2018,
Aaron Herrera,us,USA,Real Salt Lake,20,"$1,298 ","$67,500 ",2018,
Alex Horwath,us,USA,Real Salt Lake,30,"$1,298 ","$67,500 ",2018,
Andrew Putna,us,USA,Real Salt Lake,23,"$1,298 ","$67,500 ",2018,
Jose Hernandez,us,USA,Real Salt Lake,22,"$1,298 ","$67,500 ",2018,
Nick Besler,us,USA,Real Salt Lake,24,"$1,298 ","$67,500 ",2018,
Ricky Lopez-Espin,us,USA,Real Salt Lake,22,"$1,298 ","$67,500 ",2018,
Taylor Peay,us,USA,Real Salt Lake,26,"$1,298 ","$67,500 ",2018,
Jorge Luis Corrales,cu,CUB,Chicago Fire,26,"$1,298 ","$67,500 ",2018,
Patrick McLain,us,USA,Chicago Fire,29,"$1,298 ","$67,500 ",2018,
David Choinière,ca,CAN,Montreal Impact,20,"$1,298 ","$67,500 ",2018,
Michael Salazar,bz,BLZ,Montreal Impact,25,"$1,298 ","$67,500 ",2018,
Anthony Fontana,us,USA,Philadelphia Union,18,"$1,250 ","$65,004 ",2018,
Shane O'Neill,us,USA,Orlando City SC,24,"$1,250 ","$65,000 ",2018,
Marco Farfan,us,USA,Portland Timbers,19,"$1,240 ","$64,500 ",2018,
Thomas Roberts,us,USA,FC Dallas,16,"$1,154 ","$60,000 ",2018,
Cole Bassett,us,USA,Colorado Rapids,16,"$1,154 ","$60,000 ",2018,
Ricardo Perez,mx,MEX,Colorado Rapids,22,"$1,154 ","$60,000 ",2018,
Sam Vines,us,USA,Colorado Rapids,18,"$1,154 ","$60,000 ",2018,
Jack Elliott,,,Philadelphia Union,21,"$1,147 ","$59,630 ",2018,
Memo Rodriguez,us,USA,Houston Dynamo,22,"$1,070 ","$55,654 ",2018,
Andrew Wheeler-Omiunu,us,USA,Atlanta United,23,"$1,070 ","$55,654 ",2018,
Jake McGuire,us,USA,Philadelphia Union,23,"$1,070 ","$55,654 ",2018,
Marcus Epps,us,USA,Philadelphia Union,23,"$1,070 ","$55,654 ",2018,
Amer Didic,ca,CAN,Sporting Kansas City,23,"$1,070 ","$55,654 ",2018,
Colton Storm,us,USA,Sporting Kansas City,23,"$1,070 ","$55,654 ",2018,
Connor Maloney,us,USA,Columbus Crew,22,"$1,070 ","$55,654 ",2018,
Kwame Awuah,ca,CAN,New York City FC,22,"$1,070 ","$55,654 ",2018,
Evan Louro,us,USA,New York Red Bulls,22,"$1,070 ","$55,654 ",2018,
Alex Kapp,us,USA,Minnesota United,23,"$1,070 ","$55,654 ",2018,
Raheem Edwards,ca,CAN,Chicago Fire,22,"$1,070 ","$55,654 ",2018,
Stefan Cleveland,us,USA,Chicago Fire,23,"$1,070 ","$55,654 ",2018,
Kyle Fisher,us,USA,Montreal Impact,23,"$1,070 ","$55,654 ",2018,
Adrian Zendejas,mx,MEX,Sporting Kansas City,22,"$1,070 ","$55,650 ",2018,
Henry Wingo,us,USA,Seattle Sounders FC,22,"$1,070 ","$55,650 ",2018,
Kendall McIntosh,us,USA,Portland Timbers,24,"$1,070 ","$55,650 ",2018,
Tyler Freeman,us,USA,Sporting Kansas City,15,"$1,062 ","$55,200 ",2018,
Ayo Akinola,ca,CAN,Toronto FC,18,"$1,048 ","$54,504 ",2018,
Patrick Okonkwo,ng,NGA,Atlanta United,19,"$1,048 ","$54,504 ",2018,
Pierre da Silva,us,USA,Orlando City SC,19,"$1,048 ","$54,504 ",2018,
Jaylin Lindsey,us,USA,Sporting Kansas City,17,"$1,048 ","$54,504 ",2018,
